"ID-Q","Questions"
"Q9143","yeah3 (yeah) easy_sleep (how easy is it for you to get a good nights sleep)"
"Q9144","sleep_affects (what are you like when you dont sleep well)"
"Q9145","okay_confirm (okay) feel_lately (how have you been feeling lately)"
"Q9146","why2 (why)"
"Q9147","mhm (mhm) ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q9148","depression_diagnosed (have you been diagnosed with depression)"
"Q9149","happy_lasttime (tell me about the last time you felt really happy)"
"Q9150","more (tell me more about that)"
"Q9151","good_hear (thats so good to hear) BF_describe (how would your best friend describe you)"
"Q9152","why2 (why)"
"Q9153","like_what (like what)"
"Q9154","cool3 (cool) regret (is there anything you regret)"
"Q9155","advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q9156","uh_huh (uh huh) ideal_weekendC (tell me how you spend your ideal weekend)"
"Q9157","self_change (what are some things you wish you could change about yourself)"
"Q9158","feelbadly (tell me about a time when someone made you feel really badly about yourself)"
"Q9159","yeah_downer (yeah) influence_positive (whos someone thats been a positive influence in your life)"
"Q9160","tell_about_that (can you tell me about that)"
"Q9161","yeah3 (yeah) travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q9162","travel_changed (what do you enjoy about traveling)"
"Q9163","bouts_symptoms (when was the last time that happened)"
"Q9164","nice (nice) describe_felt (how did you feel in that moment)"
"Q9165","Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q9166","asked_everything (okay i think i have asked everything i need to) appreciate_open (thanks for sharing your thoughts with me) bye (goodbye)"
"Q9167","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q9168","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q9169","thats_good (thats good) where_originally (where are you from originally)"
"Q9170","when_LA (when did you move to l_a)"
"Q9171","long_time (thats a long time)"
"Q9172","often_backB (how often do you go back to your hometown)"
"Q9173","mhm (mhm) compares_LA (how does it compare to l_a)"
"Q9174","why_LA (why did you move to l_a)"
"Q9175","okay_confirm (okay) adapted_LA (how easy was it for you to get used to living in l_a)"
"Q9176","like_about_LA (what are some things you really like about l_a)"
"Q9177","uh_huh (uh huh)"
"Q9178","dont_like_LA (what are some things you dont really like about l_a)"
"Q9179","yeah3 (yeah) travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q9180","travel_changed (what do you enjoy about traveling)"
"Q9181","mhm (mhm) travel_trips (id love to hear about one of your trips)"
"Q9182","nice (nice) memorableB (whats one of your most memorable experiences)"
"Q9183","thats_great (thats great) shyoutgoing (do you consider yourself more shy or outgoing)"
"Q9184","yeah3 (yeah) relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q9185","mhm (mhm) control_temper (how are you at controlling your temper)"
"Q9186","last_argument (when was the last time you argued with someone and what was it about)"
"Q9187","okay_confirm (okay) family_relationship (tell me about your relationship with your family)"
"Q9188","mind (whatever comes to your mind)"
"Q9189","wild_laughter5 ((laughter))"
"Q9190","okay_confirm (okay)"
"Q9191","yeah_downer (yeah) situation_handled (tell me about a situation that you wish you had handled differently)"
"Q9192","hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q9193","tell_about_that (can you tell me about that)"
"Q9194","yeah_downer (yeah) memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q9195","yeah_downer (yeah)"
"Q9196","im_sorry (im sorry)"
"Q9197","yeah_downer (yeah)"
"Q9198","easy_sleep (how easy is it for you to get a good nights sleep)"
"Q9199","trigger (are they triggered by something)"
"Q9200","downer (okay) sleep_affects (what are you like when you dont sleep well)"
"Q9201","mhm (mhm) feel_lately (how have you been feeling lately)"
"Q9202","tell_about_that (can you tell me about that)"
"Q9203","okay_confirm (okay) ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q9204","depression_diagnosed (have you been diagnosed with depression)"
"Q9205","when_diagnosed (how long ago were you diagnosed)"
"Q9206","yes (yes)"
"Q9207","mm (mm) therapy_going (do you still go to therapy now)"
"Q9208","stop_going (why did you stop)"
"Q9209","happy_lasttime (tell me about the last time you felt really happy)"
"Q9210","describe_felt (how did you feel in that moment)"
"Q9211","yeah_downer (yeah) Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)"
"Q9212","great_situation (that sounds like a great situation)"
"Q9213","advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q9214","okay_confirm (okay) Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q9215","Ellie17Dec2012_07 (what would you say are some of your best qualities)"
"Q9216","yeah_downer (yeah)"
"Q9217","asked_everything (okay i think i have asked everything i need to)"
"Q9218","appreciate_open (thanks for sharing your thoughts with me)"
"Q9219","bye (goodbye)'"
"Q9220","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q9221","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q9222","okay_confirm (okay) where_originally (where are you from originally)"
"Q9223","really (really)"
"Q9224","when_LA (when did you move to l_a)"
"Q9225","often_backB (how often do you go back to your hometown)"
"Q9226","compares_LA (how does it compare to l_a)"
"Q9227","yeah3 (yeah) travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q9228","okay_confirm (okay) study (what did you study at school)"
"Q9229","wow (wow)"
"Q9230","change_directions (what made you decide to do that)"
"Q9231","yes (yes)"
"Q9232","makes_sense (that makes sense)"
"Q9233","thats_great (thats great)"
"Q9234","shyoutgoing (do you consider yourself more shy or outgoing)"
"Q9235","wild_laughter5 ((laughter))"
"Q9236","relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q9237","hmm1 (hmm)"
"Q9238","okay_confirm (okay) control_temper (how are you at controlling your temper)"
"Q9239","last_argument (when was the last time you argued with someone and what was it about)"
"Q9240","mm (mm)"
"Q9241","situation_handled (tell me about a situation that you wish you had handled differently)"
"Q9242","yeah_downer (yeah)"
"Q9243","hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q9244","mm (mm)"
"Q9245","memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q9246","memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q9247","memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q9248","easy_sleep (how easy is it for you to get a good nights sleep)"
"Q9249","wow (wow)"
"Q9250","wild_laughter5 ((laughter))"
"Q9251","yeah_downer (yeah)"
"Q9252","okay_confirm (okay) ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q9253","depression_diagnosed (have you been diagnosed with depression)"
"Q9254","feel_lately (how have you been feeling lately)"
"Q9255","symptoms_cope (how do you cope with them)"
"Q9256","uh_huh (uh huh)"
"Q9257","happy_lasttime (tell me about the last time you felt really happy)"
"Q9258","thats_great (thats great) advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q9259","BF_describe (how would your best friend describe you)"
"Q9260","uh_huh (uh huh)"
"Q9261","self_change (what are some things you wish you could change about yourself)"
"Q9262","mm (mm)"
"Q9263","Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q9264","thats_great (thats great) asked_everything (okay i think i have asked everything i need to) appreciate_open (thanks for sharing your thoughts with me)"
"Q9265","bye (goodbye)"
"Q9266","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q9267","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q9268","thats_good (thats good) where_originally (where are you from originally)"
"Q9269","really (really) when_LA (when did you move to l_a)"
"Q9270","very_young (you were very young werent you)"
"Q9271","often_backB (how often do you go back to your hometown)"
"Q9272","why2 (why)"
"Q9273","aw (aw) okay_confirm (okay) like_about_LA (what are some things you really like about l_a)"
"Q9274","mhm (mhm) dont_like_LA (what are some things you dont really like about l_a)"
"Q9275","see_mean (i see what you mean) travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q9276","travel_changed (what do you enjoy about traveling)"
"Q9277","travel_trips (id love to hear about one of your trips)"
"Q9278","memorableB (whats one of your most memorable experiences)"
"Q9279","awesome (awesome) shyoutgoing (do you consider yourself more shy or outgoing)"
"Q9280","relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q9281","hard_decision (how did you decide to do that)"
"Q9282","difficult (how hard is that)"
"Q9283","uh_huh (uh huh) control_temper (how are you at controlling your temper)"
"Q9284","last_argument (when was the last time you argued with someone and what was it about)"
"Q9285","okay_confirm (okay) situation_handled (tell me about a situation that you wish you had handled differently)"
"Q9286","wild_laughter3 ((laughter))"
"Q9287","see_mean (i see what you mean) hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q9288","change_directions (what made you decide to do that)"
"Q9289","family_relationship (tell me about your relationship with your family)"
"Q9290","good_hear (thats so good to hear) influence_positive (whos someone thats been a positive influence in your life)"
"Q9291","okay_confirm (okay) memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q9292","okay_confirm (okay) feelguilty (whats something you feel guilty about)"
"Q9293","okay_confirm (okay) easy_sleep (how easy is it for you to get a good nights sleep)"
"Q9294","thats_good (thats good) feel_lately (how have you been feeling lately)"
"Q9295","behavior_changes (have you noticed any changes in your behavior or thoughts lately)"
"Q9296","okay_confirm (okay) happy_lasttime (tell me about the last time you felt really happy)"
"Q9297","nice (nice) BF_describe (how would your best friend describe you)"
"Q9298","regret (is there anything you regret)"
"Q9299","advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q9300","self_change (what are some things you wish you could change about yourself)"
"Q9301","okay_confirm (okay) feelbadly (tell me about a time when someone made you feel really badly about yourself)"
"Q9302","thats_great (thats great) Ellie17Dec2012_07 (what would you say are some of your best qualities)"
"Q9303","mhm (mhm) study (what did you study at school)"
"Q9304","sounds_interesting (that sounds interesting) hard_decision (how did you decide to do that)"
"Q9305","mhm (mhm) still_working_on_X (are you still working in that)"
"Q9306","dream_job (whats your dream job)"
"Q9307","yeah_downer (yeah) Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q9308","give_example (can you give me an example of that)"
"Q9309","thats_great (thats great) asked_everything (okay i think i have asked everything i need to) appreciate_open (thanks for sharing your thoughts with me)"
"Q9310","bye (goodbye)"
"Q9311","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q9312","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q9313","aw (aw) thats_great (thats great) where_originally (where are you from originally)"
"Q9314","really (really)"
"Q9315","like_about_LA (what are some things you really like about l_a)"
"Q9316","mhm (mhm)"
"Q9317","dont_like_LA (what are some things you dont really like about l_a)"
"Q9318","okay_confirm (okay) tell_about_that (can you tell me about that)"
"Q9319","sorry_hear (im sorry to hear that)"
"Q9320","yeah_downer (yeah) travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q9321","okay_confirm (okay) study (what did you study at school)"
"Q9322","sounds_interesting (that sounds interesting) hard_decision (how did you decide to do that)"
"Q9323","dream_job (whats your dream job)"
"Q9324","why2 (why)"
"Q9325","makes_sense (that makes sense) kids_elaborate (tell me about your kids)"
"Q9326","easy_parent (do you find it easy to be a parent)"
"Q9327","parent_hardest (whats the hardest thing about being a parent)"
"Q9328","yeah3 (yeah) parent_best (whats the best thing about being a parent)"
"Q9329","good_hear (thats so good to hear)"
"Q9330","parent_differences (what are some ways that youre different as a parent than your parents)"
"Q9331","yeah3 (yeah)"
"Q9332","influence_positive (whos someone thats been a positive influence in your life)"
"Q9333","okay_confirm (okay) shyoutgoing (do you consider yourself more shy or outgoing)"
"Q9334","wild_laughter5 ((laughter)) relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q9335","mm (mm) control_temper (how are you at controlling your temper)"
"Q9336","thats_good (thats good) last_argument (when was the last time you argued with someone and what was it about)"
"Q9337","okay_confirm (okay) feelguilty (whats something you feel guilty about)"
"Q9338","downer (okay) memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q9339","describe_felt (how did you feel in that moment)"
"Q9340","yeah_downer (yeah) im_sorry (im sorry) hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q9341","change_directions (what made you decide to do that)"
"Q9342","happy_didthat (are you happy you did that)"
"Q9343","thats_good (thats good) easy_sleep (how easy is it for you to get a good nights sleep)"
"Q9344","mhm (mhm) sleep_affects (what are you like when you dont sleep well)"
"Q9345","okay_confirm (okay) feel_lately (how have you been feeling lately)"
"Q9346","thats_great (thats great) behavior_changes (have you noticed any changes in your behavior or thoughts lately)"
"Q9347","ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q9348","depression_diagnosed (have you been diagnosed with depression)"
"Q9349","happy_lasttime (tell me about the last time you felt really happy)"
"Q9350","uh_huh (uh huh) Ellie17Dec2012_07 (what would you say are some of your best qualities)"
"Q9351","regret (is there anything you regret)"
"Q9352","advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q9353","self_change (what are some things you wish you could change about yourself)"
"Q9354","feelbadly (tell me about a time when someone made you feel really badly about yourself)"
"Q9355","tell_about_that (can you tell me about that)"
"Q9356","okay_confirm (okay) Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q9357","thats_great (thats great) asked_everything (okay i think i have asked everything i need to) appreciate_open (thanks for sharing your thoughts with me)"
"Q9358","bye (goodbye)"
"Q9359","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q9360","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q9361","thats_good (thats good) where_originally (where are you from originally)"
"Q9362","really (really) when_LA (when did you move to l_a)"
"Q9363","long_time (thats a long time)"
"Q9364","often_backB (how often do you go back to your hometown)"
"Q9365","wow (wow) travel_changed (what do you enjoy about traveling)"
"Q9366","travel_trips (id love to hear about one of your trips)"
"Q9367","travel_trips (id love to hear about one of your trips)"
"Q9368","mhm (mhm)"
"Q9369","memorableB (whats one of your most memorable experiences)"
"Q9370","wild_laughter5 ((laughter)) wild_laughter3 ((laughter))"
"Q9371","aw (aw)"
"Q9372","thats_great (thats great) shyoutgoing (do you consider yourself more shy or outgoing)"
"Q9373","yeah2 (yeah) yeah3 (yeah) see_mean (i see what you mean) relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q9374","what_do_when_annoyed (what do you do when you are annoyed)"
"Q9375","yes (yes)"
"Q9376","difficult (how hard is that)"
"Q9377","yeah3 (yeah) last_argument (when was the last time you argued with someone and what was it about)"
"Q9378","tell_about_that (can you tell me about that)"
"Q9379","yeah2 (yeah)"
"Q9380","right2 (right)"
"Q9381","yeah2 (yeah)"
"Q9382","yeah3 (yeah)"
"Q9383","understand (i understand)"
"Q9384","yeah3 (yeah)"
"Q9385","situation_handled (tell me about a situation that you wish you had handled differently)"
"Q9386","mm (mm) hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q9387","im_sorry (im sorry) hard_decision (how did you decide to do that)"
"Q9388","yeah_downer (yeah) been_hard (that sounds really hard)"
"Q9389","memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q9390","okay_confirm (okay) easy_sleep (how easy is it for you to get a good nights sleep)"
"Q9391","wild_laughter5 ((laughter)) thats_good (thats good) feel_lately (how have you been feeling lately)"
"Q9392","behavior_changes (have you noticed any changes in your behavior or thoughts lately)"
"Q9393","behavior_changes (have you noticed any changes in your behavior or thoughts lately)"
"Q9394","behavior_changes (have you noticed any changes in your behavior or thoughts lately)"
"Q9395","ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q9396","depression_diagnosed (have you been diagnosed with depression)"
"Q9397","happy_lasttime (tell me about the last time you felt really happy)"
"Q9398","regret (is there anything you regret)"
"Q9399","mind (whatever comes to your mind)"
"Q9400","yeah3 (yeah)"
"Q9401","mm (mm) good_hear (thats so good to hear) advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q9402","mhm (mhm Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q9403","yeah2 (yeah) asked_everything (okay i think i have asked everything i need to) appreciate_open (thanks for sharing your thoughts with me)"
"Q9404","bye (goodbye)"
"Q9405","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q9406","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q9407","thats_good (thats good) great_thanks (im great thanks) where_originally (where are you from originally)"
"Q9408","really (really) when_LA (when did you move to l_a)"
"Q9409","wow (wow)"
"Q9410","often_backB (how often do you go back to your hometown)"
"Q9411","why2 (why)"
"Q9412","understand (i understand) compares_LA (how does it compare to l_a)"
"Q9413","yeah3 (yeah) why_LA (why did you move to l_a)"
"Q9414","okay_confirm (okay) study (what did you study at school)"
"Q9415","sounds_interesting (that sounds interesting) hard_decision (how did you decide to do that)"
"Q9416","still_working_on_X (are you still working in that)"
"Q9417","aw (aw) kids_elaborate (tell me about your kids)"
"Q9418","wild_laughter5 ((laughter)) easy_parent (do you find it easy to be a parent)"
"Q9419","parent_hardest (whats the hardest thing about being a parent)"
"Q9420","yeah_downer (yeah) parent_best (whats the best thing about being a parent)"
"Q9421","parent_differences (what are some ways that youre different as a parent than your parents)"
"Q9422","family_relationship (tell me about your relationship with your family)"
"Q9423","downer (okay) shyoutgoing (do you consider yourself more shy or outgoing)"
"Q9424","mhm (mhm) relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q9425","like_what (like what)"
"Q9426","nice (nice) wild_laughter5 ((laughter)) control_temper (how are you at controlling your temper)"
"Q9427","last_argument (when was the last time you argued with someone and what was it about)"
"Q9428","tell_about_that (can you tell me about that)"
"Q9429","been_hard (that sounds really hard)"
"Q9430","describe_felt (how did you feel in that moment)"
"Q9431","yeah_downer (yeah) im_sorry (im sorry) situation_handled (tell me about a situation that you wish you had handled differently)"
"Q9432","hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q9433","change_directions (what made you decide to do that)"
"Q9434","memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q9435","see_mean (i see what you mean) easy_sleep (how easy is it for you to get a good nights sleep)"
"Q9436","why2 (why)"
"Q9437","sleep_affects (what are you like when you dont sleep well)"
"Q9438","mhm (mhm) feel_lately (how have you been feeling lately)"
"Q9439","tell_about_that (can you tell me about that)"
"Q9440","symptoms_cope (how do you cope with them)"
"Q9441","hmm_downer (hmm) ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q9442","depression_diagnosed (have you been diagnosed with depression)"
"Q9443","when_diagnosed (how long ago were you diagnosed)"
"Q9444","why_seek_help (what got you to seek help)"
"Q9445","trigger (are they triggered by something)"
"Q9446","therapy_going (do you still go to therapy now)"
"Q9447","therapist_useful (is going to a therapist helping you)"
"Q9448","tell_about_that (can you tell me about that)"
"Q9449","yeah_downer (yeah) happy_lasttime (tell me about the last time you felt really happy)"
"Q9450","aw (aw) describe_felt (how did you feel in that moment)"
"Q9451","uh_huh (uh huh) BF_describe (how would your best friend describe you)"
"Q9452","self_change (what are some things you wish you could change about yourself)"
"Q9453","regret (is there anything you regret)"
"Q9454","advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q9455","hmm_downer (hmm) ideal_weekendC (tell me how you spend your ideal weekend)"
"Q9456","influence_positive (whos someone thats been a positive influence in your life)"
"Q9457","tell_about_that (can you tell me about that)"
"Q9458","good_hear (thats so good to hear) Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q9459","Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)"
"Q9460","great_situation (that sounds like a great situation)"
"Q9461","asked_everything (okay i think i have asked everything i need to) appreciate_open (thanks for sharing your thoughts with me)"
"Q9462","bye (goodbye)"
"Q9463","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q9464","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q9465","good_hear (thats so good to hear) where_originally (where are you from originally)"
"Q9466","really (really)"
"Q9467","often_backB (how often do you go back to your hometown)"
"Q9468","compares_LA (how does it compare to l_a)"
"Q9469","yeah_downer (yeah) why_LA (why did you move to l_a) adapted_LA (how easy was it for you to get used to living in l_a)"
"Q9470","thats_good (thats good) travel_changed (what do you enjoy about traveling)"
"Q9471","travel_trips (id love to hear about one of your trips)"
"Q9472","wow (wow)"
"Q9473","awesome (awesome)"
"Q9474","shyoutgoing (do you consider yourself more shy or outgoing)"
"Q9475","understand (i understand) study (what did you study at school)"
"Q9476","hard_decision (how did you decide to do that)"
"Q9477","thats_great (thats great) still_working_on_X (are you still working in that)"
"Q9478","difficult (how hard is that)"
"Q9479","dream_job (whats your dream job)"
"Q9480","mhm (mhm)"
"Q9481","okay_confirm (okay) relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q9482","control_temper (how are you at controlling your temper)"
"Q9483","last_argument (when was the last time you argued with someone and what was it about)"
"Q9484","describe_felt (how did you feel in that moment)"
"Q9485","family_relationship (tell me about your relationship with your family)"
"Q9486","landed_trouble (has that gotten you in trouble)"
"Q9487","easy_parent (do you find it easy to be a parent)"
"Q9488","parent_hardest (whats the hardest thing about being a parent)"
"Q9489","parent_best (whats the best thing about being a parent)"
"Q9490","yeah3 (yeah) parent_differences (what are some ways that youre different as a parent than your parents)"
"Q9491","feelguilty (whats something you feel guilty about)"
"Q9492","avoid (could you have done anything to avoid it)"
"Q9493","situation_handled (tell me about a situation that you wish you had handled differently)"
"Q9494","tell_about_that (can you tell me about that)"
"Q9495","yeah_downer (yeah) hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q9496","oh_my_gosh (oh my gosh) describe_felt (how did you feel in that moment)"
"Q9497","yeah_downer (yeah) im_sorry (im sorry)"
"Q9498","mhm (mhm) yeah3 (yeah) easy_sleep (how easy is it for you to get a good nights sleep)"
"Q9499","sleep_affects (what are you like when you dont sleep well)"
"Q9500","uh_huh (uh huh) feel_lately (how have you been feeling lately) yeah_downer (yeah) ptsd_diagnosed (have you ever been diagnosed with p_t_s_d) okay_confirm (okay) therapy_going (do you still go to therapy now)"
"Q9501","yeah_downer (yeah) that_sucks (that sucks)"
"Q9502","yeah_downer (yeah) happy_lasttime (tell me about the last time you felt really happy)"
"Q9503","good_hear (thats so good to hear) regret (is there anything you regret)"
"Q9504","mhm (mhm) advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q9505","BF_describe (how would your best friend describe you)"
"Q9506","mhm (mhm) Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q9507","thats_great (thats great) asked_everything (okay i think i have asked everything i need to)"
"Q9508","appreciate_open (thanks for sharing your thoughts with me)"
"Q9509","bye (goodbye)"
"Q9510","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q9511","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q9512","thats_good (thats good) where_originally (where are you from originally)"
"Q9513","really (really) when_LA (when did you move to l_a)"
"Q9514","often_backB (how often do you go back to your hometown)"
"Q9515","compares_LA (how does it compare to l_a)"
"Q9516","why_LA (why did you move to l_a)"
"Q9517","cool3 (cool) adapted_LA (how easy was it for you to get used to living in l_a)"
"Q9518","thats_good (thats good) like_about_LA (what are some things you really like about l_a)"
"Q9519","mhm (mhm) dont_like_LA (what are some things you dont really like about l_a)"
"Q9520","see_mean (i see what you mean) travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q9521","travel_changed (what do you enjoy about traveling)"
"Q9522","uh_huh (uh huh) travel_trips (id love to hear about one of your trips)"
"Q9523","mhm (mhm) memorableB (whats one of your most memorable experiences)"
"Q9524","okay_confirm (okay) study (what did you study at school)"
"Q9525","still_doing_X (are you still doing that)"
"Q9526","dream_job (whats your dream job)"
"Q9527","shyoutgoing (do you consider yourself more shy or outgoing)"
"Q9528","why2 (why)"
"Q9529","okay_confirm (okay) relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q9530","like_what (like what)"
"Q9531","nice (nice) control_temper (how are you at controlling your temper)"
"Q9532","thats_good (thats good) last_argument (when was the last time you argued with someone and what was it about)"
"Q9533","tell_about_that (can you tell me about that)"
"Q9534","describe_felt (how did you feel in that moment)"
"Q9535","mhm (mhm) family_relationship (tell me about your relationship with your family)"
"Q9536","family_roleB (how close are you to your family)"
"Q9537","thats_great (thats great) situation_handled (tell me about a situation that you wish you had handled differently)"
"Q9538","hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q9539","change_directions (what made you decide to do that)"
"Q9540","happy_didthat (are you happy you did that)"
"Q9541","tell_about_that (can you tell me about that)"
"Q9542","okay_confirm (okay) feelguilty (whats something you feel guilty about)"
"Q9543","wild_laughter3 ((laughter))"
"Q9544","influence_positive (whos someone thats been a positive influence in your life)"
"Q9545","tell_about_that (can you tell me about that)"
"Q9546","mhm (mhm) easy_sleep (how easy is it for you to get a good nights sleep)"
"Q9547","sleep_affects (what are you like when you dont sleep well)"
"Q9548","feel_lately (how have you been feeling lately)"
"Q9549","okay_confirm (okay) behavior_changes (have you noticed any changes in your behavior or thoughts lately)"
"Q9550","ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q9551","depression_diagnosed (have you been diagnosed with depression)"
"Q9552","happy_lasttime (tell me about the last time you felt really happy)"
"Q9553","thats_great (thats great) Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)"
"Q9554","thats_great (thats great) BF_describe (how would your best friend describe you)"
"Q9555","mhm (mhm)"
"Q9556","okay_confirm (okay) self_change (what are some things you wish you could change about yourself)"
"Q9557","feelbadly (tell me about a time when someone made you feel really badly about yourself)"
"Q9558","okay_confirm (okay) Ellie17Dec2012_07 (what would you say are some of your best qualities)"
"Q9559","regret (is there anything you regret)"
"Q9560","tell_about_that (can you tell me about that)"
"Q9561","advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q9562","uh_huh (uh huh) kids_elaborate (tell me about your kids)"
"Q9563","easy_parent (do you find it easy to be a parent)"
"Q9564","parent_best (whats the best thing about being a parent)"
"Q9565","yeah3 (yeah) parent_hardest (whats the hardest thing about being a parent)"
"Q9566","yeah_downer (yeah) give_example (can you give me an example of that)"
"Q9567","hmm_downer (hmm) parent_differences (what are some ways that youre different as a parent than your parents)"
"Q9568","Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q9569","asked_everything (okay i think i have asked everything i need to) appreciate_open (thanks for sharing your thoughts with me)"
"Q9570","bye (goodbye)"
